Name,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,Crude Oil Dated Brent U$/BBL,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR NADJ,US CPI- ALL URBAN SAMPLE: ALL ITEMS - ANNUAL INFLATION RATE NADJ
15/11/1984,56.4108,27.7,11.66,4.05
15/12/1984,56.4759,26.98,11.64,3.95
15/01/1985,56.3801,26.95,11.58,3.53
15/02/1985,56.5796,28.2,11.7,3.52
15/03/1985,56.6645,28.1,12.06,3.7
15/04/1985,56.5122,27.9,11.69,3.69
15/05/1985,56.5982,26.65,11.19,3.77
15/06/1985,56.6317,26.45,10.57,3.76
15/07/1985,56.2637,26.6,10.68,3.55
15/08/1985,56.496,27.15,10.73,3.35
15/09/1985,56.7412,27.15,10.8,3.14
15/10/1985,56.508,29.1,10.67,3.23
15/11/1985,56.6984,29.35,10.24,3.51
15/12/1985,57.2954,26.3,9.75,3.8
15/01/1986,57.5555,18.3,9.59,3.89
15/02/1986,57.1707,16.7,9.08,3.11
15/03/1986,56.7784,11.6,8.09,2.26
15/04/1986,56.8228,12.35,7.5,1.59
15/05/1986,56.938,13.45,7.81,1.49
15/06/1986,56.7427,11.5,7.69,1.77
15/07/1986,57.0569,9.3,7.29,1.58
15/08/1986,56.9807,14.9,7.28,1.57
15/09/1986,57.0954,14.05,7.56,1.75
15/10/1986,57.3542,14.25,7.61,1.47
15/11/1986,57.623,14.55,7.42,1.28
15/12/1986,58.1006,18.15,7.28,1.1
15/01/1987,57.9173,18.35,7.08,1.46
15/02/1987,58.663,16.2,7.25,2.1
15/03/1987,58.7602,18.45,7.25,3.03
15/04/1987,59.1416,18.25,8.02,3.78
15/05/1987,59.517,18.58,8.61,3.86
15/06/1987,59.7996,19.08,8.4,3.65
15/07/1987,60.2152,20.03,8.45,3.93
15/08/1987,60.7146,18.63,8.76,4.28
15/09/1987,60.8781,18.48,9.42,4.36
15/10/1987,61.7569,18.8,9.52,4.53
15/11/1987,62.091,17.7,8.86,4.53
15/12/1987,62.394,17.6,8.99,4.43
15/01/1988,62.4207,16.28,8.67,4.05
15/02/1988,62.6908,14.73,8.21,3.94
15/03/1988,62.8421,15.65,8.37,3.93
15/04/1988,63.1885,16.6,8.72,3.9
15/05/1988,63.1203,16.2,9.09,3.89
15/06/1988,63.2843,14.18,8.92,3.96
15/07/1988,63.3155,15.75,9.06,4.13
15/08/1988,63.5859,14.4,9.26,4.02
15/09/1988,63.405,11.93,8.98,4.17
15/10/1988,63.7184,12.6,8.8,4.25
15/11/1988,63.8175,14.35,8.96,4.25
15/12/1988,64.1273,16.23,9.11,4.42
15/01/1989,64.3162,16.38,9.09,4.67
15/02/1989,64.026,17.23,9.17,4.83
15/03/1989,64.166,20.45,9.36,4.98
15/04/1989,64.222,20.15,9.18,5.12
15/05/1989,63.7707,18.25,8.86,5.36
15/06/1989,63.8022,18.28,8.28,5.17
15/07/1989,63.236,16.3,8.02,4.98
15/08/1989,63.8059,17.2,8.11,4.71
15/09/1989,63.576,18.23,8.19,4.34
15/10/1989,63.5346,18.93,8.01,4.49
15/11/1989,63.7465,18.48,7.87,4.66
15/12/1989,64.1419,21.05,7.84,4.65
15/01/1990,63.7117,19.81,8.21,5.2
15/02/1990,64.3504,19.49,8.47,5.26
15/03/1990,64.6721,18.29,8.59,5.23
15/04/1990,64.5975,17.19,8.79,4.71
15/05/1990,64.7028,16.21,8.76,4.36
15/06/1990,64.9174,16.29,8.48,4.67
15/07/1990,64.8436,19.69,8.47,4.82
15/08/1990,65.043,26.56,8.75,5.62
15/09/1990,65.1372,39.06,8.89,6.16
15/10/1990,64.6442,34.01,8.72,6.29
15/11/1990,63.8853,29.81,8.39,6.27
15/12/1990,63.4658,27.76,8.08,6.11
15/01/1991,63.1915,20.06,8.09,5.65
15/02/1991,62.7585,18.81,7.85,5.31
15/03/1991,62.4265,18.16,8.11,4.9
15/04/1991,62.5503,19.49,8.04,4.89
15/05/1991,63.1756,19.34,8.07,4.95
15/06/1991,63.742,18.34,8.28,4.7
15/07/1991,63.8029,19.64,8.27,4.45
15/08/1991,63.8503,20.49,7.9,3.8
15/09/1991,64.4151,20.99,7.65,3.39
15/10/1991,64.2992,21.94,7.53,2.92
15/11/1991,64.2209,20.19,7.42,2.99
15/12/1991,63.9602,17.79,7.09,3.06
15/01/1992,63.596,18.09,7.03,2.6
15/02/1992,64.0409,17.44,7.34,2.82
15/03/1992,64.5973,18.04,7.54,3.19
15/04/1992,65.0756,19.64,7.48,3.18
15/05/1992,65.2831,20.64,7.39,3.02
15/06/1992,65.2957,20.74,7.26,3.09
15/07/1992,65.8801,20.34,6.84,3.16
15/08/1992,65.5581,19.8,6.59,3.15
15/09/1992,65.715,20.26,6.42,2.99
15/10/1992,66.2013,19.26,6.59,3.2
15/11/1992,66.4879,19.06,6.87,3.05
15/12/1992,66.5431,17.81,6.77,2.9
15/01/1993,66.8264,18.46,6.6,3.26
15/02/1993,67.1172,18.81,6.26,3.25
15/03/1993,67.0479,18.86,5.98,3.09
15/04/1993,67.2498,19.16,5.97,3.23
15/05/1993,67.0325,18.68,6.04,3.22
15/06/1993,67.1532,17.64,5.96,3
15/07/1993,67.3586,16.78,5.81,2.78
15/08/1993,67.2888,17,5.68,2.77
15/09/1993,67.6092,17.49,5.36,2.69
15/10/1993,68.1214,15.93,6.07,2.75
15/11/1993,68.4089,14.33,6.38,2.68
15/12/1993,68.7737,13.32,6.4,2.75
15/01/1994,69.0299,14.15,6.39,2.52
15/02/1994,69.0418,13.55,6.57,2.52
15/03/1994,69.7582,13.3,7,2.51
15/04/1994,70.125,15.3,7.4,2.36
15/05/1994,70.4978,16.05,7.54,2.29
15/06/1994,70.948,16.9,7.51,2.49
15/07/1994,71.0595,18.05,7.67,2.77
15/08/1994,71.4749,15.75,7.62,2.9
15/09/1994,71.7333,16.91,7.87,2.96
15/10/1994,72.3479,17.13,8.08,2.61
15/11/1994,72.8018,17.03,8.2,2.67
15/12/1994,73.5563,16.23,7.99,2.67
15/01/1995,73.6891,16.9,7.97,2.8
15/02/1995,73.5889,17.2,7.73,2.86
15/03/1995,73.6895,18.03,7.57,2.85
15/04/1995,73.676,19.1,7.45,3.05
15/05/1995,73.8858,17.6,7.01,3.19
15/06/1995,74.1391,16.6,6.59,3.04
15/07/1995,73.8447,15.88,6.74,2.76
15/08/1995,74.7803,16.1,6.92,2.62
15/09/1995,75.0755,16.5,6.65,2.54
15/10/1995,74.9925,16.58,6.45,2.81
15/11/1995,75.1822,17.13,6.33,2.61
15/12/1995,75.4725,18.65,6.12,2.54
15/01/1996,74.9823,16.65,6.11,2.73
15/02/1996,76.153,18.8,6.3,2.65
15/03/1996,76.0724,20.33,6.74,2.84
15/04/1996,76.7608,19.5,6.98,2.9
15/05/1996,77.3269,18.05,7.11,2.89
15/06/1996,77.9694,19.2,7.22,2.75
15/07/1996,77.8351,19,7.14,2.95
15/08/1996,78.3005,21.05,6.97,2.88
15/09/1996,78.8378,23.18,7.17,3
15/10/1996,78.7843,22.8,6.9,2.99
15/11/1996,79.4683,23.17,6.58,3.26
15/12/1996,79.9829,23.9,6.65,3.32
15/01/1997,80.0837,23.28,6.91,3.04
15/02/1997,81.0483,19.45,6.77,3.03
15/03/1997,81.6195,18.53,7.05,2.76
15/04/1997,81.6408,18.25,7.2,2.5
15/05/1997,82.1311,19.1,7.02,2.23
15/06/1997,82.5332,18.22,6.84,2.3
15/07/1997,83.1538,18.94,6.56,2.23
15/08/1997,84.0293,17.98,6.65,2.23
15/09/1997,84.7873,19.98,6.56,2.15
15/10/1997,85.5125,19.42,6.38,2.08
15/11/1997,86.2601,18.96,6.2,1.83
15/12/1997,86.5262,15.86,6.07,1.7
15/01/1998,86.9662,15.59,5.88,1.57
15/02/1998,87.0687,13.53,5.96,1.44
15/03/1998,87.1414,13.87,6.01,1.38
15/04/1998,87.4497,13.79,6,1.44
15/05/1998,88.0124,14.03,6.01,1.69
15/06/1998,87.4571,11.92,5.8,1.68
15/07/1998,87.1484,12.71,5.78,1.68
15/08/1998,88.936,12.27,5.66,1.62
15/09/1998,88.778,14.82,5.38,1.49
15/10/1998,89.4857,12.22,5.3,1.49
15/11/1998,89.4358,9.93,5.48,1.55
15/12/1998,89.7761,10.54,5.36,1.61
15/01/1999,90.1893,11.43,5.45,1.67
15/02/1999,90.6683,10.62,5.66,1.61
15/03/1999,90.831,15.09,5.87,1.73
15/04/1999,91.0632,16.92,5.82,2.28
15/05/1999,91.7311,14.75,6.08,2.09
15/06/1999,91.5818,17.18,6.36,1.96
15/07/1999,92.1587,19.5,6.28,2.14
15/08/1999,92.5363,21.07,6.43,2.26
15/09/1999,92.1699,22.9,6.5,2.63
15/10/1999,93.3786,21.16,6.66,2.56
15/11/1999,93.824,24.86,6.48,2.62
15/12/1999,94.5441,24.93,6.69,2.68
15/01/2000,94.5458,27.08,6.86,2.74
15/02/2000,94.8185,29.03,6.54,3.22
15/03/2000,95.1983,24.25,6.38,3.76
15/04/2000,95.8921,23.7,6.18,3.07
15/05/2000,96.0691,29.39,6.55,3.19
15/06/2000,96.1568,31.9,6.28,3.73
15/07/2000,96.0239,25.28,6.2,3.66
15/08/2000,95.7182,35.08,6.02,3.41
15/09/2000,96.1105,28.18,6.09,3.45
15/10/2000,95.8225,30.26,6.04,3.45
15/11/2000,95.8391,32.52,5.98,3.45
15/12/2000,95.5791,22.58,5.64,3.39
15/01/2001,94.9499,26.74,5.65,3.73
15/02/2001,94.369,25.15,5.62,3.53
15/03/2001,94.1259,23.65,5.49,2.92
15/04/2001,93.9061,27.04,5.78,3.27
15/05/2001,93.2803,28.62,5.92,3.62
15/06/2001,92.7057,26.33,5.82,3.25
15/07/2001,92.1721,24.43,5.75,2.72
15/08/2001,92.0023,26.8,5.58,2.72
15/09/2001,91.6795,21.95,5.53,2.65
15/10/2001,91.2682,19.83,5.34,2.13
15/11/2001,90.7894,18.34,5.33,1.9
15/12/2001,90.8311,19.35,5.76,1.55
15/01/2002,91.3471,19.58,5.69,1.14
15/02/2002,91.3672,21.06,5.61,1.14
15/03/2002,92.1054,25.16,5.93,1.48
15/04/2002,92.479,26.76,5.85,1.64
15/05/2002,92.8824,23.89,5.81,1.18
15/06/2002,93.7637,25.54,5.65,1.07
15/07/2002,93.5461,25.87,5.51,1.46
15/08/2002,93.5765,27.56,5.19,1.8
15/09/2002,93.7116,29.07,4.87,1.51
15/10/2002,93.4006,25.75,5,2.03
15/11/2002,93.8758,25.74,5.04,2.2
15/12/2002,93.4191,30.12,5.01,2.38
15/01/2003,93.9571,31.07,5.02,2.6
15/02/2003,94.2558,33.87,4.87,2.98
15/03/2003,94.0416,28.31,4.82,3.02
15/04/2003,93.3666,23.91,4.91,2.22
15/05/2003,93.3852,26.77,4.52,2.06
15/06/2003,93.5219,28.47,4.34,2.11
15/07/2003,93.9144,28.68,4.92,2.11
15/08/2003,93.7371,29.99,5.39,2.16
15/09/2003,94.3262,28.05,5.21,2.32
15/10/2003,94.4442,28.22,5.21,2.04
15/11/2003,95.2224,28.95,5.17,1.77
15/12/2003,95.1545,30.3,5.11,1.88
15/01/2004,95.3434,29.68,5.01,1.93
15/02/2004,95.9228,33.25,4.94,1.69
15/03/2004,95.4538,32.38,4.72,1.74
15/04/2004,95.8653,34.7,5.16,2.29
15/05/2004,96.6472,36.87,5.46,3.05
15/06/2004,95.8588,33.97,5.45,3.27
15/07/2004,96.5901,41.74,5.24,2.99
15/08/2004,96.6687,39.63,5.07,2.65
15/09/2004,96.745,47.31,4.89,2.54
15/10/2004,97.6604,48.71,4.85,3.19
15/11/2004,97.8427,44.23,4.89,3.52
15/12/2004,98.5495,40.38,4.88,3.26
15/01/2005,99.002,44.66,4.77,2.97
15/02/2005,99.6741,50.33,4.61,3.01
15/03/2005,99.5181,52.4,4.89,3.15
15/04/2005,99.6518,49.71,4.75,3.51
15/05/2005,99.8158,48.78,4.56,2.8
15/06/2005,100.2232,55.11,4.35,2.53
15/07/2005,99.8997,60.32,4.48,3.17
15/08/2005,100.1025,66.57,4.53,3.64
15/09/2005,98.2644,60.85,4.51,4.69
15/10/2005,99.4949,58.77,4.74,4.35
15/11/2005,100.5129,52.35,4.83,3.46
15/12/2005,101.1118,58.7,4.73,3.42
15/01/2006,101.2313,63.06,4.65,3.99
15/02/2006,101.2755,58.88,4.73,3.6
15/03/2006,101.4651,66.31,4.91,3.36
15/04/2006,101.9012,72.7,5.22,3.55
15/05/2006,101.7589,66.6,5.35,4.17
15/06/2006,102.1304,73.7,5.29,4.32
15/07/2006,102.0989,75.1,5.25,4.15
15/08/2006,102.4526,66.39,5.08,3.82
15/09/2006,102.2753,58.49,4.93,2.06
15/10/2006,102.2299,55.18,4.94,1.31
15/11/2006,102.1419,65.09,4.78,1.97
15/12/2006,103.2191,58.51,4.78,2.54
15/01/2007,102.7129,57.32,4.95,2.08
15/02/2007,103.7659,59.09,4.93,2.42
15/03/2007,103.9538,69.02,4.81,2.78
15/04/2007,104.7077,67.29,4.95,2.57
15/05/2007,104.7507,68.83,4.98,2.69
15/06/2007,104.7581,73.27,5.29,2.69
15/07/2007,104.7111,78.06,5.19,2.36
15/08/2007,104.9122,73.54,5,1.97
15/09/2007,105.2764,82.07,4.84,2.76
15/10/2007,104.772,90.88,4.83,3.54
15/11/2007,105.3295,89.31,4.56,4.31
15/12/2007,105.3213,94.33,4.57,4.08
15/01/2008,105.0195,92.23,4.35,4.28
15/02/2008,104.6741,101.65,4.49,4.03
15/03/2008,104.4179,102.43,4.36,3.98
15/04/2008,103.6403,110.57,4.44,3.94
15/05/2008,103.1178,127.5,4.6,4.18
15/06/2008,102.9484,138.05,4.74,5.02
15/07/2008,102.4071,123.75,4.62,5.6
15/08/2008,100.8875,113.89,4.53,5.37
15/09/2008,96.5439,93.92,4.32,4.94
15/10/2008,97.4562,60.4,4.45,3.66
15/11/2008,96.2593,48.07,4.27,1.07
15/12/2008,93.4434,36.17,3.18,0.09
15/01/2009,91.2317,44.22,3.46,0.03
15/02/2009,90.6389,44.56,3.83,0.24
15/03/2009,89.1913,46.19,3.78,-0.38
15/04/2009,88.3876,50.31,3.84,-0.74
15/05/2009,87.4424,65.18,4.22,-1.28
15/06/2009,87.065,68.37,4.51,-1.43
15/07/2009,87.981,70.03,4.38,-2.1
15/08/2009,88.9534,69.18,4.33,-1.48
15/09/2009,89.6229,65.88,4.14,-1.29
15/10/2009,89.9136,75.11,4.16,-0.18
15/11/2009,90.2811,78.03,4.24,1.84
15/12/2009,90.5265,78.26,4.4,2.72
15/01/2010,91.5636,71.7,4.5,2.63
15/02/2010,91.8988,76.72,4.48,2.14
15/03/2010,92.5394,79.88,4.49,2.31
15/04/2010,92.928,86.34,4.53,2.24
15/05/2010,94.3244,72.95,4.11,2.02
15/06/2010,94.5056,75.5,3.95,1.05
15/07/2010,94.9417,78.85,3.8,1.24
15/08/2010,95.3385,76.16,3.52,1.15
15/09/2010,95.6063,80.88,3.47,1.14
15/10/2010,95.3785,82.67,3.52,1.17
15/11/2010,95.4163,86.6,3.82,1.14
15/12/2010,96.2444,94.23,4.17,1.5
15/01/2011,96.1454,98.67,4.28,1.63
15/02/2011,95.7235,112.52,4.42,2.11
15/03/2011,96.6445,117.93,4.27,2.68
15/04/2011,96.2727,127.69,4.28,3.16
15/05/2011,96.4871,118.38,4.01,3.57
15/06/2011,96.715,112.26,3.91,3.56
15/07/2011,97.1317,116.78,3.95,3.63
15/08/2011,97.7027,117.93,3.24,3.77
15/09/2011,97.6288,107.72,2.83,3.87
15/10/2011,98.3224,108.98,2.87,3.53
15/11/2011,98.1979,112.17,2.72,3.39
15/12/2011,98.6923,109.19,2.67,2.96
15/01/2012,99.3264,111.06,2.7,2.93
15/02/2012,99.6217,123.83,2.75,2.87
15/03/2012,99.0674,124.26,2.94,2.65
15/04/2012,99.8626,119.11,2.82,2.3
15/05/2012,100.0384,103.52,2.53,1.7
15/06/2012,100.0677,94.42,2.31,1.66
15/07/2012,100.304,106.69,2.22,1.41
15/08/2012,99.9132,114.68,2.4,1.69
15/09/2012,99.9138,111.81,2.49,1.99
15/10/2012,100.2063,110.75,2.51,2.16
15/11/2012,100.7003,111.79,2.39,1.76
15/12/2012,100.9782,111.6,2.47,1.74
15/01/2013,100.8955,117.13,2.68,1.59
15/02/2013,101.4671,113.36,2.78,1.98
15/03/2013,101.772,109.61,2.78,1.47
15/04/2013,101.6802,102.69,2.55,1.06
15/05/2013,101.6916,100.83,2.73,1.36
15/06/2013,101.873,102.5,3.07,1.75
15/07/2013,101.297,108.94,3.31,1.96
15/08/2013,102.0772,117.92,3.49,1.52
15/09/2013,102.5705,109.6,3.53,1.18
15/10/2013,102.4728,107.73,3.38,0.96
15/11/2013,102.8086,111.77,3.5,1.24
15/12/2013,103.0979,110.5,3.63,1.5
15/01/2014,102.6063,109.46,3.52,1.58
15/02/2014,103.6292,109.78,3.38,1.13
15/03/2014,104.5546,106.4,3.35,1.51
15/04/2014,104.7807,108.98,3.27,1.95
15/05/2014,105.0799,110.01,3.12,2.13
15/06/2014,105.4698,111.08,3.15,2.07
15/07/2014,105.4919,104.84,3.07,1.99
15/08/2014,105.425,101.02,2.94,1.7
15/09/2014,105.7329,94.42,3.01,1.66
15/10/2014,105.7898,84.52,2.77,1.66
15/11/2014,106.6134,72.14,2.76,1.32
15/12/2014,106.3797,55.47,2.55,0.76
15/01/2015,105.6148,46.92,2.2,-0.09
15/02/2015,105.4321,62.54,2.34,-0.03
15/03/2015,105.0745,53.29,2.41,-0.07
15/04/2015,104.6624,63.75,2.33,-0.2
15/05/2015,104.2843,62.86,2.69,-0.04
15/06/2015,103.9927,58.86,2.85,0.12
15/07/2015,104.515,53.64,2.77,0.17
15/08/2015,104.5091,48.51,2.55,0.2
15/09/2015,104.2038,47.04,2.62,-0.04
15/10/2015,104.0045,48,2.5,0.17
15/11/2015,103.3965,43.08,2.69,0.5
15/12/2015,102.9179,37.59,2.61,0.73
15/01/2016,103.4822,32.69,2.49,1.37
15/02/2016,103.2685,36.07,2.2,1.02
15/03/2016,102.5263,37.31,2.28,0.85
15/04/2016,102.8697,45.29,2.21,1.13
15/05/2016,102.7552,48.96,2.22,1.02
15/06/2016,103.1249,47.5,2.02,1
15/07/2016,103.2173,40.36,1.82,0.83
15/08/2016,103.1459,46.21,1.89,1.06
15/09/2016,102.9898,48.64,2.02,1.46
15/10/2016,103.1742,45.6,2.17,1.64
15/11/2016,102.9478,47.3,2.54,1.69
15/12/2016,103.7675,54.66,2.84,2.07
15/01/2017,103.4572,55.3,2.75,2.5
15/02/2017,103.7038,52.46,2.76,2.74
15/03/2017,103.9162,52.17,2.83,2.38
15/04/2017,105.0468,50.16,2.67,2.2
15/05/2017,105.0682,49.05,2.7,1.87
15/06/2017,105.2328,47.13,2.54,1.63
15/07/2017,105.2205,52.19,2.65,1.73
15/08/2017,104.7317,53.49,2.55,1.94
15/09/2017,105.1534,57.27,2.53,2.23
15/10/2017,106.1469,61.8,2.65,2.04
15/11/2017,NA,64.33,2.6,NA
15/12/2017,NA,NA,NA,NA